,geo,Tweets,User,Location,entities,sentiment,Country
473,, It took  one day to issue an #ExecutiveOrder because he was upset Twitter called him out on his lies.I…,PEmersonTirade,"Los Angeles, CA","[('one day', 'DATE'), ('ExecutiveOrder', 'MONEY')]","{'neg': 0.126, 'neu': 0.874, 'pos': 0.0, 'compound': -0.3818}",USA
474,," #CORONAVIRUS RE-OPENING ROUNDUP#LakeTahoe &amp; #Reno casinos eye early-June opening,  greenlights Sunday services in…",KPIXtv,San Francisco Bay Area,"[('CORONAVIRUS', 'PERSON'), ('Reno', 'GPE'), ('early-June', 'DATE'), ('Sunday', 'DATE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
475,, Some Data About #Coronavirus in Delhi✔️ No New Deaths in Last 3 Days✔️ No New Containment Zone in Last 4 DaysAverag…,aapkahari1,"New Delhi, India","[('Coronavirus', 'PERSON'), ('Delhi', 'GPE'), ('Last 3 Days', 'DATE'), ('Last 4', 'DATE')]","{'neg': 0.206, 'neu': 0.794, 'pos': 0.0, 'compound': -0.5267}",India
476,," More than half of the residents from one nursing home have died of Covid-19, a report has revealed.  The shocking death rat…",keeado,Athlone,"[('More than half', 'CARDINAL'), ('one', 'CARDINAL')]","{'neg': 0.362, 'neu': 0.638, 'pos': 0.0, 'compound': -0.8807}",Ireland
477,, #Coronavirus has not stopped Modi-Shah's police to target Muslim students for participating in anti-citizenship act protest!!…,LunatykWulfie,Male/Ambonec/Proxvir/etc,"[('Coronavirus', 'PERSON'), (""Modi-Shah's"", 'ORG'), ('Muslim', 'NORP')]","{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.3071}",Error
478,," Despite all the new systems in place, such as #testandtrace, and slight adjustments to who we can see, and when we can g…",TipplingPort,"Milborne Port, England",[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",UK
479,," Everything Trump does is a distraction. He wants you to focus on anything other than the pain of 100,000 U.S. deaths and…",CORCOVADOINVEST,,"[('Trump', 'PERSON'), ('100,000', 'CARDINAL'), ('U.S.', 'GPE')]","{'neg': 0.237, 'neu': 0.763, 'pos': 0.0, 'compound': -0.7096}",
480,,“All of your #groceries will be delivered to your door within a few days - something we know local and vulnerable c… ,NikkiBelso,Torquay,"[('a few days', 'DATE')]","{'neg': 0.091, 'neu': 0.909, 'pos': 0.0, 'compound': -0.2263}",UK
481,," 📹 VIDEO ▶️  ""The biggest thing for me is I've got no (symptoms) and I feel absolutely fine""#B…",pheasicals,UK,"[('VIDEO', 'ORG')]","{'neg': 0.128, 'neu': 0.872, 'pos': 0.0, 'compound': -0.296}",United Kingdom
482,, Shocking report from  on patients with #COVID19 being discharged into care homes. I hope the government do n…,SimonBlockley1,Hertford,[],"{'neg': 0.118, 'neu': 0.614, 'pos': 0.268, 'compound': 0.5267}",USA
483,, Our new survey launches today - asking #Cambridgeshire and #Peterborough people to share their health and care experienc…,Centre33Camb,Cambridge (UK),"[('today', 'DATE'), ('Cambridgeshire', 'PERSON'), ('Peterborough', 'PERSON')]","{'neg': 0.0, 'neu': 0.735, 'pos': 0.265, 'compound': 0.6597}",UK
484,,In democracy - parliament is supreme.#Lockdown has been relaxed.Hope urgent special sessions of parliament and st… ,w_karve,,[],"{'neg': 0.0, 'neu': 0.743, 'pos': 0.257, 'compound': 0.5423}",
485,, 🇨🇳 #China pledges largest-ever economic rescue package to save jobs and livelihoods amid #coronavirus - SCMP*Li Keqiang con…,PierreGrosser,"Paris, France","[('China', 'GPE')]","{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.8126}",France
486,,#GOAT #cheese is high in #VitaminD  and #VITAMIN K for strong bones. Middle aged and #elderly people need strong bo… ,moochjones137,"Northampton, United Kingdom",[],"{'neg': 0.0, 'neu': 0.72, 'pos': 0.28, 'compound': 0.765}",UK
487,, 🇸🇦🇸🇦Pledging the support of  companies to our government &amp; country in the fight against #Coronavirus#WeA…,MaxThom60063719,"New Jersey, USA","[('🇸🇦🇸', 'ORG'), ('Coronavirus#WeA', 'PERSON')]","{'neg': 0.142, 'neu': 0.71, 'pos': 0.148, 'compound': 0.0258}",USA
488,, The mob used to carry torchesNow they wear masks#Tcot #Ccot #Trump2020 #KAG #mondaythoughts #COVIDIOT #coronavirus #MondayM…,ShawnHu40575434,"Davis, CA",[''],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
489,," #BREAKING: Hong Kong sees more than a dozen confirmed #coronavirus infection after two weeks of subsidence, multiple lo…",KatieLe42638653,,"[('Hong Kong', 'GPE'), ('more than a dozen', 'CARDINAL'), ('two weeks', 'DATE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
490,,Handy summary of events 'Alexander Mercouris takes us through the blow-by-blow of the first four months of the… ,AlarmBell,"E Sussex. Toscana, Veneto, idc","[('Alexander Mercouris', 'PERSON'), ('the first four months', 'DATE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Italy
491,, Of Course: Job 1.Steal from the Poor &amp; give to the RichHow the hell do you think she amassed a persona… ,PennylessChurch,"Washington, USA","[('the Poor &amp', 'ORG'), ('RichHow', 'PERSON')]","{'neg': 0.3, 'neu': 0.7, 'pos': 0.0, 'compound': -0.8271}",USA
492,, Some Data About #Coronavirus in Delhi✔️ No New Deaths in Last 3 Days✔️ No New Containment Zone in Last 4 DaysAverag…,ManojAapka,,"[('Coronavirus', 'PERSON'), ('Delhi', 'GPE'), ('Last 3 Days', 'DATE'), ('Last 4', 'DATE')]","{'neg': 0.206, 'neu': 0.794, 'pos': 0.0, 'compound': -0.5267}",
493,, I can't relate to people who are terrified of catching #COVID19 The chances of it being serious are minuscule. We'll all…,Bluebell2201,"London, England",[],"{'neg': 0.22, 'neu': 0.705, 'pos': 0.075, 'compound': -0.5423}",UK
494,," Killing 101,000+ Americans by mismanaging the #coronavirus isn't enough, now  is threatening to just shoot Am…",TetraTerezi,"Kansas, USA","[('101,000', 'CARDINAL'), ('Americans', 'NORP')]","{'neg': 0.44, 'neu': 0.56, 'pos': 0.0, 'compound': -0.8807}",USA
495,,TRUMP CAN'T HIDE THE TRUTH FOREVER. IT WILL COME OUT VERY SOON. WHEN THE #CORONAVIRUS NUMBERS OF CASES &amp; DEATHS SPI… ,TomthunkitsMind,"Atlanta, GA",[],"{'neg': 0.106, 'neu': 0.806, 'pos': 0.087, 'compound': -0.1139}",USA
496,,This doesn’t seem to suggest that lifting lockdown is going to keep R and infections down. Sad times #coronavirus… ,physics_jamie,Kent,[],"{'neg': 0.154, 'neu': 0.846, 'pos': 0.0, 'compound': -0.4767}",USA
497,, From Monday? Have you seen the weather forecast?  And there’s the small problem that most people don’t give a stuff about…,alexcburrows,Birmingham,"[('Monday', 'DATE')]","{'neg': 0.139, 'neu': 0.861, 'pos': 0.0, 'compound': -0.4696}",USA
498,," Vital emergency Govt funding has helped, but #LocalGov could need as much as £6bn more to cover the financial impact of #coro…",StratfordDC,"Stratford-upon-Avon, England","[('Vital', 'ORG'), ('Govt', 'ORG'), ('LocalGov', 'PERSON'), ('as much as £6bn', 'MONEY')]","{'neg': 0.077, 'neu': 0.855, 'pos': 0.068, 'compound': -0.0516}",UK
499,," More than ten communities in Mudanjiang are blocked, but the news says that there are only 5 new cases today #China #c…",tuppencetanner,,"[('More than ten', 'CARDINAL'), ('Mudanjiang', 'GPE'), ('5', 'CARDINAL'), ('today', 'DATE')]","{'neg': 0.072, 'neu': 0.928, 'pos': 0.0, 'compound': -0.1406}",
